ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
328,7,Other types of vehicle,3,You're following a long vehicle as it approaches a crossroads. What should you do if it signals left but moves out to the right?,yes,Get closer in order to pass it quickly,no,Stay well back and give it room,no,Assume the signal is wrong and that it's turning right,no,Overtake it as it starts to slow down,no,B
329,7,Other types of vehicle,4,You're following love vehicle approaching a crossroads. What should you do if the driver signals right but moves close to the left-hand kerb?,yes,Warn the driver about the wrong signal,no,Wait behind the long vehicle,no,Report the driver to the police,no,Overtake on the right-hand side,no,B
330,7,Other types of vehicle,5,You're approaching a mini-roundabout. What should you do if a long vehicle in front signals left but positions over to the right?,yes,Sound your horn,no,Overtake on the left,no,Follow the same course as the lorry,no,Keep well back,no,D
331,7,Other types of vehicle,6,You're driving on a single carriageway road. Why should you keep well back while you're following a large vehicle?,no,To give yourself acceleration space if you decide to overtake,no,To get the best view of the road ahead,no,To leave a gap in case the vehicle stops and rolls back,no,To offer other drivers a safe gap if they want to overtake you,no,B
332,7,Other types of vehicle,7,You're travelling behind a bus. What should you do if it pulls up at a bus stop?,no,Accelerate past the bus,no,Look for pedestrians,no,Sound your horn,no,Pull in closely behind the bus,no,B
333,7,Other types of vehicle,8,You're following a lorry on a wet road. What should you do when spray makes it difficult to see the road ahead?,yes,Drop back untill you can see better,no,Put your headlights on full beam,no,"Keep close to the lorry, away from the spray",no,Speed up and overtake quickly,no,A
334,7,Other types of vehicle,9,You're leaving a safe gap as you follow a large vehicle. What should you do if a car moves into this gap?,no,Sound your horn,no,Drop back further,no,Flash your headlights,no,Start to overtake,no,B
335,7,Other types of vehicle,10,What should you do when you're approaching a bus that's signalling to move away from a bus stop?,yes,Get past before it moves,no,"Allow it to pull away, if it's safe to do so",no,Flash you headlights as you approach,no,Signal left and wave tho bus on,no,B
336,7,Other types of vehicle,11,"What should you do if you want to overtake a long, slow-moving vehicle on a busy road?",no,Follow it closely and keep moving out to see the road ahead,no,Flash your headlights for the oncoming traffic to give way,no,Stay behind until the driver waves you past,no,Keep well back so that you get a good view of the road ahead,no,D
337,7,Other types of vehicle,12,Which vehicles are least likely to be affected by side wind?,no,Cyclists,no,Motorcyclists,no,High-sided vehicles,no,Cars,no,D
338,7,Other types of vehicle,13,What should you do as you approach this lorry?,yes,Slow down and be prepared to wait,no,Make the lorry wait for you,no,flash your lights at the lorry,no,Move to the right-hand side of the road,no,A
339,7,Other types of vehicle,14,You're following a large vehicle as it approaches a crossroads. What should you do if the driver signals to turn left?,no,ovetake if you can leave plenty of room,no,Over if there are no oncoming vehicles,no,Wait for the driver to cancel his signal,no,Wait for the vehicle to finish turning,no,D
340,7,Other types of vehicle,15,Why is it more difficult to overtake a large vehicle than a car?,no,It will take longer to overtake a large vehicle,no,A large vehicle will be fitted with a speed limiter,no,A large vehicle will have air brakes,no,It will take longer for a large vehicle to accelerate,no,A
341,7,Other types of vehicle,16,It's very windy. What should you do if you're behind a motocyclist who's overtaking a high-sided vehicle?,no,Overtake the motorcyclist immediately,no,Keep well back,no,Stay level with tho morocysclist,no,Keep choose to the motorcyclist,no,B
342,7,Other types of vehicle,17,What should you do if there's a bus at a bus stop ahead of you?,no,Flash your lights to warn the driver of your presence,no,Continue at the same speed but sound your horn as a warning,no,Watch carefully for the sudden appearance of pedestrians,no,Pass the bus as quickly as you possibly can,no,C
343,7,Other types of vehicle,18,What should you be prepared to do in this situation?,yes,Sound your horn and continue,no,Slow down and give way,no,Report the driver to the police,no,Squeeze through the gap,no,B
344,7,Other types of vehicle,19,Why should drivers be more careful on roads where trams also operate?,no,Because trams don't have a horn,no,Because trams can't stop for cars,no,Because trams don't have lights,no,Because trams can't steer to avoid obstructions,no,D
345,7,Other types of vehicle,20,You're towing a caravan. Which is the safest type of rear-view mirror to use?,no,Interior wide-angle mirror,no,Extended-arm side mirrors,no,Ordinary door mirrors,no,Ordinary interior mirror,no,B
346,7,Other types of vehicle,21,You're driving in heavy traffic on a wet road. Which lights should you use if there's a lot of surface spray?,no,Main-beam headlights,no,Sidelights only,no,Rear fog lights if visibility is more than 100 metres (328 feet),no,Dipped headlights,no,D
347,7,Other types of vehicle,22,What should you do if you overtake a cyclist when it's very windy?,no,Overtake very slowly,no,Keep close as you pass,no,Sound your horn repeatedly,no,Allow extra room,no,D
348,8,Vehicle handling,1,When may you overtake another vehicle on their left?,no,When you're in a one-way street,no,When approaching a motorway slip road where you'll be turning off,no,When the vehicle in front is signalling to turn left,no,When a slower vehicle is travelling in the right-hand lane of a dual carriageway,no,A
349,8,Vehicle handling,2,You're travelling in very heavy rain. How is this likely to affect your overall stopping distance?,no,It will be doubled,no,It will be halved,no,It will be ten times greater,no,It will be no different,no,A
350,8,Vehicle handling,3,What should you do when you're overtaking at night?,no,Wait until a bend so that you can see oncoming headlights,no,Sound your horn twice before moving out,no,Go past slowly so that you can react to unseen hazards,no,Beware of bends in the road ahead,no,D
351,8,Vehicle handling,4,When may you wait in a box junction?,yes,When you're stationary in a queue of traffic,no,When approaching a pelican crossing,no,When approaching a zebra crossing,no,When oncoming traffic prevents you turning right,no,D
352,8,Vehicle handling,5,Which plate may appear with this road sign?,yes,,yes,,yes,,yes,,yes,A
353,8,Vehicle handling,6,What's the reason for traffic-calming measures?,no,To stop road age,no,To make overtaking easier,no,To slow traffic down,no,To make parking easier,no,C
354,8,Vehicle handling,7,What colour are the reflective studs along the left-hand edge of the motorway?,yes,Green,no,Amber,no,Red,no,White,no,C
355,8,Vehicle handling,8,What's a rumble device designed to do?,yes,Give directions,no,Prevent cattle escaping,no,Alert you to low tyre pressure,no,Alert you to a hazard,no,D
356,8,Vehicle handling,9,What should you do if you have to make a journey in foggy conditions?,no,Follow other vehicles' tail lights closely,no,Avoid using dipped headlights,no,Leave plenty of time for your journey,no,Keep two seconds behind the vehicle ahead,no,C
357,8,Vehicle handling,10,What must you do when you're overtaking a car at night?,no,Flash your headlights before overtaking,no,Select a higher gear,no,Switch your headlights to main beam before overtaking,no,Make sure you don't dazzle other road users,no,D
358,8,Vehicle handling,11,You're travelling on a road that has road humps. What should you do when the driver in front I travelling more slowly than you?,yes,Sound your horn,no,Overtake as soon as you can,no,Flash your headlights,no,Slow down and stay behind,no,D
359,8,Vehicle handling,12,What's the purpose of the yellow lines painted across the road?,yes,To show a safe distance between vehicles,no,To keep the area clear of traffic,no,To make you aware of your speed,no,To warn you to change direction,no,C
